"Current_A","Current_B","Current_C","Current_N","Current_G","Current_Avg","Current_UNB_A","Current_UNB_B","Current_UNB_C","Voltage_A_B","Voltage_B_C","Voltage_C_A","Voltage_L_L_Avg","Voltage_A_N","Voltage_B_N","Voltage_C_N","rsrv1","Voltage_L_N_Avg","Voltage_UNB_A_B","Voltage_UNB_B_C","Voltage_UNB_C_A","Voltage_UNB_L_L_Worst","Voltage_UNB_A_N","Voltage_UNB_B_N","Voltage_UNB_C_N","Voltage_UNB_L_N_Worst","Current_UNB_Worst","Active_Power_A","Active_Power_B","Active_Power_C","Active_Power_Total","Reactive_Power_A","Reactive_Power_B","Reactive_Power_C","Reactive_Power_Total","Apparent_Power_A","Apparent_Power_B","Apparent_Power_C","Apparent_Power_Total","Power_Factor_A","Power_Factor_B","Power_Factor_C","Power_Factor_Total","Frequency","Temperature","Active_Energy_LastDay","rsrv2","rsrv3","rsrv4","Energy_Acum_Datetime","Active_Energy_Delivered","Active_Energy_Received","Active_Energy_del_p_rec","Active_Energy_del_m_rec","Reactive_Energy_Delivered","Reactive_Energy_Received","Reactive_Energy_del_p_rec","Reactive_Energy_del_m_rec","Apparent_Energy_Delivered","Apparent_Energy_Received","Apparent_Energy_del_p_rec","createdAt"
"8.54","2.51","4.41","4.82","13","2","1","2","5","380","391","383","380","229.97","229.01","229.07","0","229.35","30","23","26","12","12","15","15","0","0","1.88","0.47","0.98","3.33","0.55","0.33","-0.25","0.63","1.96","0.58","1.01","3.39","0.96","0.82","1.03","0.98","49.98","45.85","3.82","0","0","0","0","96696.27","362.77","97059.04","96333.49","74779.52","154.7","74934.23","74624.81","124362.7","906.87","4","2020-11-04T00:11:43.688Z"
"8.53","2.52","4.41","4.81","13","2","1","2","5","380","391","383","380","229.93","229.02","229.04","0","229.33","30","23","26","12","12","15","15","0","0","1.88","0.47","0.98","3.33","0.55","0.33","-0.25","0.63","1.96","0.58","1.01","3.39","0.96","0.82","1.03","0.98","49.99","45.24","3.82","0","0","0","0","96696.28","362.77","97059.05","96333.51","74779.52","154.7","74934.23","74624.81","124362.71","906.87","4","2020-11-04T00:11:54.052Z"
"8.52","2.52","4.42","4.81","13","2","1","2","5","380","391","383","380","230.04","229.1","229.05","0","229.4","30","23","26","12","12","15","15","0","0","1.88","0.47","0.98","3.33","0.55","0.33","-0.25","0.63","1.96","0.58","1.01","3.39","0.96","0.82","1.03","0.98","50","45.24","3.82","0","0","0","0","96696.29","362.77","97059.06","96333.52","74779.52","154.7","74934.23","74624.81","124362.72","906.87","4","2020-11-04T00:12:06.378Z"
"8.52","2.51","4.42","4.79","13","2","1","2","5","380","391","383","380","230.01","229.06","229.02","0","229.36","30","23","26","12","12","15","15","0","0","1.88","0.47","0.98","3.33","0.55","0.33","-0.25","0.63","1.96","0.57","1.01","3.39","0.96","0.82","1.03","0.98","50","45.24","3.82","0","0","0","0","96696.3","362.77","97059.07","96333.53","74779.52","154.7","74934.23","74624.81","124362.73","906.87","4","2020-11-04T00:12:16.786Z"
"8.52","2.5","4.41","4.81","13","2","1","2","5","380","391","383","380","230.05","229.09","229.03","0","229.39","30","23","26","12","12","15","15","0","0","1.88","0.47","0.98","3.33","0.55","0.33","-0.25","0.63","1.96","0.57","1.01","3.39","0.96","0.82","1.03","0.98","50.02","45.24","3.82","0","0","0","0","96696.31","362.77","97059.09","96333.54","74779.53","154.7","74934.23","74624.82","124362.74","906.87","4","2020-11-04T00:12:29.109Z"
"8.51","2.5","4.41","4.8","13","2","1","2","5","380","391","383","380","230.09","229.12","229.05","0","229.42","30","23","26","12","12","15","15","0","0","1.88","0.47","0.98","3.33","0.55","0.33","-0.25","0.63","1.96","0.57","1.01","3.39","0.96","0.82","1.03","0.98","50.01","45.24","3.82","0","0","0","0","96696.31","362.77","97059.09","96333.54","74779.53","154.7","74934.23","74624.82","124362.75","906.87","4","2020-11-04T00:12:41.464Z"
"8.51","2.51","7.47","4.19","13","2","1","2","5","380","391","383","380","230.36","229.31","228.54","0","229.4","30","23","26","12","12","15","15","0","0","1.88","0.47","1.69","4.04","0.55","0.33","-0.26","0.62","1.96","0.58","1.71","4.09","0.96","0.82","1.01","0.99","50.03","45.85","3.82","0","0","0","0","96696.31","362.77","97059.09","96333.54","74779.53","154.7","74934.23","74624.82","124362.77","906.87","4","2020-11-04T00:12:53.859Z"
"8.51","2.53","7.47","4.18","13","2","1","2","5","380","391","383","380","230.35","229.3","228.52","0","229.39","30","23","26","12","12","15","15","0","0","1.88","0.47","1.69","4.04","0.55","0.33","-0.26","0.62","1.96","0.58","1.71","4.09","0.96","0.82","1.01","0.99","50.01","45.24","3.82","0","0","0","0","96696.35","362.77","97059.12","96333.58","74779.54","154.7","74934.24","74624.83","124362.78","906.87","4","2020-11-04T00:13:04.215Z"
"8.51","2.52","7.47","4.19","13","2","1","2","5","380","391","383","380","230.27","229.22","228.44","0","229.31","30","23","26","12","12","15","15","0","0","1.88","0.47","1.69","4.04","0.55","0.33","-0.26","0.62","1.96","0.58","1.71","4.09","0.96","0.82","1.01","0.99","50","44.93","3.82","0","0","0","0","96696.37","362.77","97059.13","96333.59","74779.54","154.7","74934.24","74624.83","124362.8","906.87","4","2020-11-04T00:13:16.534Z"
"8.51","2.51","7.46","4.19","13","2","1","2","5","380","391","383","380","230.16","229.11","228.33","0","229.2","30","23","26","12","12","15","15","0","0","1.88","0.47","1.68","4.03","0.55","0.33","-0.26","0.62","1.96","0.57","1.7","4.08","0.96","0.82","1.01","0.99","49.98","45.24","3.82","0","0","0","0","96696.38","362.77","97059.15","96333.6","74779.54","154.7","74934.24","74624.83","124362.8","906.87","4","2020-11-04T00:13:26.937Z"
"8.5","2.51","7.46","4.19","13","2","1","2","5","380","391","383","380","230.3","229.29","228.48","0","229.36","30","23","26","12","12","15","15","0","0","1.88","0.47","1.68","4.03","0.55","0.33","-0.26","0.62","1.96","0.57","1.7","4.08","0.96","0.82","1.01","0.99","50.01","45.85","3.82","0","0","0","0","96696.39","362.77","97059.17","96333.62","74779.54","154.7","74934.24","74624.83","124362.82","906.87","4","2020-11-04T00:13:39.264Z"
"8.51","2.51","7.46","4.19","13","2","1","2","5","380","391","383","380","230.45","229.4","228.62","0","229.49","30","23","26","12","12","15","15","0","0","1.88","0.47","1.68","4.03","0.55","0.33","-0.26","0.62","1.96","0.57","1.7","4.08","0.96","0.82","1.01","0.99","50.06","45.54","3.82","0","0","0","0","96696.41","362.77","97059.18","96333.63","74779.55","154.7","74934.25","74624.84","124362.84","906.87","4","2020-11-04T00:13:51.802Z"
"8.51","2.52","7.46","4.19","13","2","1","2","5","380","391","383","380","230.45","229.45","228.65","0","229.52","30","23","26","12","12","15","15","0","0","1.88","0.47","1.69","4.04","0.55","0.33","-0.26","0.62","1.96","0.58","1.71","4.08","0.96","0.82","1.01","0.99","50.04","45.54","3.82","0","0","0","0","96696.41","362.77","97059.2","96333.64","74779.55","154.7","74934.25","74624.84","124362.85","906.87","4","2020-11-04T00:14:02.166Z"
"8.5","2.52","7.46","4.17","13","2","1","2","5","380","391","383","380","230.4","229.34","228.57","0","229.44","30","23","26","12","12","15","15","0","0","1.88","0.47","1.69","4.04","0.55","0.33","-0.26","0.62","1.96","0.58","1.71","4.08","0.96","0.82","1.01","0.99","50.04","45.24","3.82","0","0","0","0","96696.43","362.77","97059.2","96333.66","74779.55","154.7","74934.25","74624.84","124362.87","906.87","4","2020-11-04T00:14:14.489Z"
"8.49","2.52","7.46","4.17","13","2","1","2","5","380","391","383","380","230.55","229.47","228.7","0","229.57","30","23","26","12","12","15","15","0","0","1.88","0.47","1.68","4.03","0.55","0.33","-0.26","0.62","1.96","0.57","1.7","4.08","0.96","0.82","1.01","0.99","50.05","45.24","3.82","0","0","0","0","96696.43","362.77","97059.2","96333.66","74779.55","154.7","74934.26","74624.85","124362.88","906.87","4","2020-11-04T00:14:27.282Z"
"8.49","2.51","7.45","4.17","13","2","1","2","5","380","391","383","380","230.52","229.42","228.7","0","229.54","30","23","26","12","12","15","15","0","0","1.88","0.47","1.68","4.03","0.55","0.33","-0.26","0.62","1.96","0.58","1.7","4.08","0.96","0.82","1.01","0.99","50.04","45.54","3.82","0","0","0","0","96696.43","362.77","97059.2","96333.66","74779.55","154.7","74934.26","74624.85","124362.9","906.87","4","2020-11-04T00:14:39.250Z"
"8.49","2.53","7.45","4.17","13","2","1","2","5","380","391","383","380","230.52","229.42","228.7","0","229.54","30","23","26","12","12","15","15","0","0","1.88","0.47","1.68","4.03","0.56","0.33","-0.26","0.63","1.96","0.58","1.7","4.08","0.96","0.82","1.01","0.99","50.03","45.24","3.82","0","0","0","0","96696.47","362.77","97059.25","96333.7","74779.55","154.7","74934.26","74624.85","124362.91","906.87","4","2020-11-04T00:14:51.607Z"
"8.49","2.52","6.99","3.58","13","2","1","2","5","380","391","383","380","230.52","229.32","228.82","0","229.55","30","23","26","12","12","15","15","0","0","1.88","0.49","1.55","3.92","0.56","0.34","-0.39","0.51","1.96","0.59","1.6","3.95","0.96","0.82","1.03","0.99","50.03","45.24","3.82","0","0","0","0","96696.48","362.77","97059.26","96333.71","74779.55","154.7","74934.26","74624.85","124362.92","906.87","4","2020-11-04T00:15:01.975Z"
"8.49","2.52","6.99","3.58","13","2","1","2","5","380","391","383","380","230.55","229.34","228.83","0","229.57","30","23","26","12","12","15","15","0","0","1.88","0.47","1.55","3.9","0.56","0.33","-0.39","0.5","1.96","0.58","1.6","3.93","0.96","0.82","1.03","0.99","50.03","45.24","3.82","0","0","0","0","96696.49","362.77","97059.27","96333.72","74779.55","154.7","74934.26","74624.85","124362.93","906.87","4","2020-11-04T00:15:12.381Z"
"8.49","2.52","6.98","3.58","13","2","1","2","5","380","391","383","380","230.48","229.29","228.82","0","229.53","30","23","26","12","12","15","15","0","0","1.88","0.47","0.84","3.19","0.55","0.33","-0.38","0.5","1.96","0.58","0.92","3.23","0.96","0.82","1.09","0.99","50.02","44.93","3.82","0","0","0","0","96696.51","362.77","97059.28","96333.73","74779.56","154.7","74934.27","74624.86","124362.95","906.87","4","2020-11-04T00:15:22.747Z"
"8.49","2.5","4.02","4.66","13","2","1","2","5","380","391","383","380","230.17","229.06","229.31","0","229.51","30","23","26","12","12","15","15","0","0","1.88","0.47","0.84","3.19","0.55","0.33","-0.38","0.5","1.96","0.58","0.92","3.23","0.96","0.82","1.09","0.99","49.98","44.93","3.82","0","0","0","0","96696.52","362.77","97059.29","96333.74","74779.56","154.7","74934.27","74624.86","124362.95","906.87","4","2020-11-04T00:15:35.074Z"
"8.49","2.5","4.03","4.66","13","2","1","2","5","380","391","383","380","230.19","229.1","229.32","0","229.54","30","23","26","12","12","15","15","0","0","1.88","0.47","0.84","3.19","0.55","0.33","-0.38","0.5","1.96","0.57","0.92","3.22","0.96","0.82","1.09","0.99","50","45.54","3.82","0","0","0","0","96696.53","362.77","97059.3","96333.75","74779.56","154.7","74934.27","74624.86","124362.96","906.87","4","2020-11-04T00:15:45.487Z"
"8.49","2.49","4.03","4.65","13","2","1","2","5","380","391","383","380","230.29","229.2","229.4","0","229.63","30","23","26","12","12","15","15","0","0","1.88","0.47","0.84","3.19","0.55","0.33","-0.38","0.5","1.96","0.57","0.92","3.22","0.96","0.82","1.09","0.99","50.02","44.32","3.82","0","0","0","0","96696.54","362.77","97059.31","96333.76","74779.56","154.7","74934.27","74624.86","124362.98","906.87","4","2020-11-04T00:15:57.807Z"
"11.21","2.48","4.03","7.09","13","2","1","2","5","380","391","383","380","229.67","229.44","229.51","0","229.54","30","23","26","12","12","15","15","0","0","2.51","0.47","0.84","3.82","0.54","0.33","-0.38","0.49","2.57","0.57","0.93","3.85","0.98","0.82","1.09","0.99","50.02","45.54","3.82","0","0","0","0","96696.55","362.77","97059.32","96333.77","74779.56","154.7","74934.27","74624.86","124362.98","906.87","4","2020-11-04T00:16:08.218Z"
"11.23","2.49","4.03","7.11","13","2","1","2","5","380","391","383","380","229.71","229.47","229.53","0","229.57","30","23","26","12","12","15","15","0","0","2.51","0.47","0.84","3.82","0.54","0.33","-0.38","0.49","2.57","0.57","0.93","3.85","0.98","0.82","1.09","0.99","50.02","45.54","3.82","0","0","0","0","96696.56","362.77","97059.34","96333.78","74779.57","154.7","74934.27","74624.87","124362.99","906.87","4","2020-11-04T00:16:20.538Z"
"11.19","2.49","4.03","7.07","13","2","1","2","5","380","391","383","380","229.66","229.46","229.53","0","229.55","30","23","26","12","12","15","15","0","0","2.51","0.47","0.84","3.82","0.54","0.33","-0.38","0.49","2.57","0.57","0.93","3.85","0.98","0.82","1.09","0.99","50.03","45.24","3.82","0","0","0","0","96696.56","362.77","97059.34","96333.78","74779.57","154.7","74934.27","74624.87","124363.01","906.87","4","2020-11-04T00:16:34.842Z"
"11.18","2.49","4.03","7.07","13","2","1","2","5","380","391","383","380","229.68","229.48","229.54","0","229.56","30","23","26","12","12","15","15","0","0","2.51","0.47","0.84","3.82","0.54","0.33","-0.38","0.49","2.57","0.57","0.93","3.85","0.98","0.82","1.09","0.99","50.03","45.85","3.82","0","0","0","0","96696.59","362.77","97059.36","96333.81","74779.57","154.7","74934.27","74624.87","124363.02","906.87","4","2020-11-04T00:16:47.170Z"
"11.19","2.49","4.03","7.07","13","2","1","2","5","380","391","383","380","229.69","229.59","229.59","0","229.62","30","23","26","12","12","15","15","0","0","2.51","0.47","0.84","3.82","0.54","0.33","-0.38","0.49","2.57","0.57","0.92","3.85","0.98","0.82","1.09","0.99","50.02","44.62","3.82","0","0","0","0","96696.6","362.77","97059.38","96333.82","74779.57","154.7","74934.27","74624.87","124363.03","906.87","4","2020-11-04T00:16:57.572Z"
"11.18","2.49","4.03","7.06","13","2","1","2","5","380","391","383","380","229.72","229.61","229.53","0","229.62","30","23","26","12","12","15","15","0","0","2.51","0.47","0.84","3.82","0.54","0.33","-0.38","0.49","2.57","0.57","0.92","3.85","0.98","0.82","1.09","0.99","50.03","44.93","3.82","0","0","0","0","96696.61","362.77","97059.38","96333.84","74779.57","154.7","74934.27","74624.87","124363.05","906.87","4","2020-11-04T00:17:09.913Z"
"11.18","2.48","4.03","7.06","13","2","1","2","5","380","391","383","380","229.69","229.61","229.52","0","229.61","30","23","26","12","12","15","15","0","0","2.51","0.47","0.84","3.82","0.54","0.33","-0.38","0.49","2.57","0.57","0.93","3.85","0.98","0.82","1.09","0.99","50.03","45.24","3.82","0","0","0","0","96696.61","362.77","97059.38","96333.84","74779.57","154.7","74934.28","74624.88","124363.06","906.87","4","2020-11-04T00:17:22.431Z"
"11.18","2.5","4.03","7.06","13","2","1","2","5","380","391","383","380","229.71","229.66","229.64","0","229.67","30","23","26","12","12","15","15","0","0","2.51","0.47","0.84","3.82","0.54","0.33","-0.38","0.49","2.57","0.57","0.93","3.85","0.98","0.82","1.09","0.99","50.04","44.93","3.82","0","0","0","0","96696.64","362.77","97059.41","96333.87","74779.58","154.7","74934.28","74624.88","124363.07","906.87","4","2020-11-04T00:17:32.801Z"
"11.17","2.49","4.02","7.06","13","2","1","2","5","380","391","383","380","229.69","229.63","229.62","0","229.65","30","23","26","12","12","15","15","0","0","2.51","0.47","0.84","3.82","0.54","0.33","-0.38","0.49","2.57","0.57","0.93","3.85","0.98","0.82","1.09","0.99","50.04","44.93","3.82","0","0","0","0","96696.65","362.77","97059.42","96333.88","74779.58","154.7","74934.28","74624.88","124363.09","906.87","4","2020-11-04T00:17:45.122Z"
"11.17","2.48","4.03","7.06","13","2","1","2","5","380","391","383","380","229.69","229.63","229.62","0","229.65","30","23","26","12","12","15","15","0","0","2.51","0.47","0.84","3.82","0.54","0.33","-0.38","0.49","2.57","0.57","0.92","3.85","0.98","0.82","1.09","0.99","50.04","44.93","3.82","0","0","0","0","96696.66","362.77","97059.44","96333.89","74779.58","154.7","74934.28","74624.88","124363.09","906.87","4","2020-11-04T00:17:59.426Z"
"11.17","2.48","4.02","7.06","13","2","1","2","5","380","391","383","380","229.69","229.63","229.62","0","229.65","30","23","26","12","12","15","15","0","0","2.51","0.47","0.84","3.82","0.54","0.33","-0.38","0.49","2.57","0.57","0.92","3.85","0.98","0.82","1.09","0.99","50.05","45.24","3.82","0","0","0","0","96696.66","362.77","97059.44","96333.89","74779.58","154.7","74934.29","74624.88","124363.11","906.87","4","2020-11-04T00:18:11.844Z"
"11.17","2.5","4.03","7.06","13","2","1","2","5","380","391","383","380","229.76","229.71","229.72","0","229.73","30","23","26","12","12","15","15","0","0","2.51","0.47","0.84","3.82","0.54","0.33","-0.38","0.49","2.57","0.57","0.92","3.85","0.98","0.82","1.09","0.99","50.04","45.24","3.82","0","0","0","0","96696.69","362.77","97059.46","96333.91","74779.59","154.7","74934.29","74624.88","124363.12","906.87","4","2020-11-04T00:18:22.378Z"
"10.17","2.49","4.03","6.18","13","2","1","2","5","380","391","383","380","229.89","229.69","229.59","0","229.72","30","23","26","12","12","15","15","0","0","2.51","0.47","0.84","3.82","0.54","0.33","-0.38","0.49","2.57","0.57","0.92","3.85","0.98","0.82","1.09","0.99","50.04","45.24","3.82","0","0","0","0","96696.7","362.77","97059.47","96333.93","74779.59","154.7","74934.29","74624.88","124363.13","906.87","4","2020-11-04T00:18:34.705Z"
"10.17","2.49","4.03","6.18","13","2","1","2","5","380","391","383","380","229.87","229.67","229.58","0","229.71","30","23","26","12","12","15","15","0","0","2.31","0.47","0.84","3.62","0.34","0.33","-0.38","0.28","2.34","0.57","0.93","3.63","0.99","0.82","1.09","1","50.04","45.54","3.82","0","0","0","0","96696.71","362.77","97059.48","96333.94","74779.59","154.7","74934.29","74624.88","124363.15","906.87","4","2020-11-04T00:18:45.112Z"
"10.17","2.49","4.02","6.19","13","2","1","2","5","380","391","383","380","230.08","229.87","229.79","0","229.91","30","23","26","12","12","15","15","0","0","2.31","0.47","0.84","3.62","0.34","0.33","-0.38","0.28","2.34","0.57","0.93","3.63","0.99","0.82","1.09","1","50.08","45.54","3.82","0","0","0","0","96696.72","362.77","97059.49","96333.95","74779.59","154.7","74934.29","74624.88","124363.16","906.87","4","2020-11-04T00:18:57.433Z"
"10.17","2.48","4.02","6.18","13","2","1","2","5","380","391","383","380","230.08","229.85","229.77","0","229.9","30","23","26","12","12","15","15","0","0","2.31","0.47","0.84","3.62","0.34","0.33","-0.38","0.29","2.34","0.57","0.92","3.64","0.99","0.82","1.09","1","50.06","45.54","3.82","0","0","0","0","96696.72","362.77","97059.49","96333.95","74779.59","154.7","74934.29","74624.88","124363.18","906.87","4","2020-11-04T00:19:09.955Z"
"7.44","2.48","4.03","3.84","13","2","1","2","5","380","391","383","380","230.67","229.72","229.7","0","230.03","30","23","26","12","12","15","15","0","0","1.68","0.47","0.84","2.99","0.35","0.33","-0.38","0.29","1.72","0.57","0.92","3.01","0.98","0.82","1.09","1","50.06","45.54","3.82","0","0","0","0","96696.74","362.77","97059.52","96333.97","74779.59","154.7","74934.29","74624.88","124363.19","906.87","4","2020-11-04T00:19:20.323Z"
